48.	2.1893178924669956e14	1.455220619190509e14	1.641047517054685e14	0.
49.	1.2885273315436018e15	8.564729442465065e14	9.658417286189514e14	0.
50.	7.745007150370178e15	5.148039094631592e15	5.805426792869374e15	0.
51.	4.752310997877456e16	3.158819912225837e16	3.5621908487771484e16	0.
52.	2.97551270339654e17	1.977797492792009e17	2.2303557421161232e17	0.
53.	1.9002858544125407e18	1.2631035297396178e18	1.4243977053803738e18	0.
54.	1.2373974873511565e19	8.224873801670003e18	9.275163194703055e18	0.
55.	8.212436982919073e19	5.4587356511665684e19	6.155798279972477e19	0.
56.	5.553320779256231e20	3.691244168221926e20	4.16260393500513e20	0.
57.	3.824744252912394e21	2.5422743399300024e21	2.8669144301967885e21	0.
58.	2.6821148975499934e22	1.782778515346008e22	2.0104334812390848e22	0.
59.	1.9144286488490855e23	1.2725041225671133e23	1.434998723061887e23	0.
60.	1.3904460060908237e24	9.242174034646032e23	1.0422369328971118e24	0.
61.	1.0272900726620242e25	6.828308034987748e24	7.70026056270309e24	0.
62.	7.718471276760064e25	5.1304009295398314e25	5.785536291884895e25	0.
63.	5.895872429428827e26	3.918935279770454e26	4.419370454288003e26	0.
64.	4.5774827690813603e27	3.0426131045091415e27	3.431144813058715e27	0.
65.	3.6112222559045933e28	2.4003481200029584e28	2.7068646977421326e28	0.
66.	2.8941507108016424e29	1.9237168818172808e29	2.169369214593486e29	0.
67.	2.3557079644397923e30	1.56581865723538e30	1.7657685612415315e30	0.
68.	1.9469389628317746e31	1.2941134463691745e31	1.459367486598489e31	0.
69.	1.63348100950666e32	1.0857606628389791e32	1.2244087363595867e32	0.
70.	1.3909449856148462e33	9.245490708274885e32	1.0426109530938098e33	0.
71.	1.201838174575332e34	7.988514133055071e33	9.008621172063247e33	0.
72.	1.0534913772398763e35	7.002465834558905e34	7.896657741748534e34	0.
73.	9.366477294437048e35	6.225816239360912e35	7.02083254196269e35	0.
74.	8.444923733083432e36	5.613267578070311e36	6.330063426816723e36	0.
75.	7.7197909970564705e37	5.131278136177343e37	5.786525514931299e37	0.
76.	7.153592759514119e38	4.7549310772801526e38	5.362120171665246e38	0.
77.	6.718501632269003e39	4.465729777746411e39	5.0359888152484645e39	0.
78.	6.394004976646929e40	4.2500396645178125e40	4.792755782387475e40	0.
79.	6.165249346017175e41	4.097987780415576e41	4.621287371671692e41	0.
80.	6.021881417425029e42	4.002692361447055e42	4.5138230404303897e42	0.
81.	5.957255694957615e43	3.9597362041031383e43	4.465381522762211e43	0.
82.	5.967922555790579e44	3.966826374004722e44	4.473377084092526e44	0.
83.	6.053341122798547e45	4.0236033548165993e45	4.5374042990299425e45	0.
84.	6.215784531727004e46	4.1315780801580665e46	4.659167042458534e46	0.
85.	6.460423592021501e47	4.29418754223065e47	4.8425411992048355e47	0.
86.	6.795590978710545e48	4.5169703978718155e48	5.093772694408335e48	0.
87.	7.233243867785832e49	4.807874478280617e49	5.421824271229932e49	0.
88.	7.789660130188514e50	5.177719543123572e50	5.838897337138516e50	0.
89.	8.48642373535593e51	5.6408522697275565e51	6.361170593074344e51	0.
90.	9.351781162961525e52	6.216047848201684e52	7.009816759309207e52	0.
91.	1.0422485337917562e54	6.927735629044529e53	7.812384734230928e53	0.
92.	1.174629092414621e55	7.807657723276689e54	8.804669992269844e54	0.
93.	1.3385330408368046e56	8.897113056060406e55	1.0033245195801371e56	0.
94.	1.5420692388222914e57	1.0250000515114435e57	1.1558891943626807e57	0.
95.	1.7958653585021562e58	1.1936961315551265e58	1.3461272102206315e58	0.
96.	2.1139201448674616e59	1.4051043901472477e59	1.584531609659763e59	0.
97.	2.5147749949180078e60	1.671549133098101e60	1.885000471897858e60	0.
98.	3.0231334393007486e61	2.0094505830203726e61	2.266050828089256e61	0.
99.	3.6721127039111263e62	2.440821472801901e62	2.7525063648727253e62	0.
100.	4.50639263448796e63	2.9953601084790524e63	3.377857764505008e63	0.
